date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+rfh+num,#indicator+rfh_avg+num,#indicator+r1h+num,#indicator+r1h_avg+num,#indicator+r3h+num,#indicator+r3h_avg+num,#indicator+rfq+pct,#indicator+r1q+pct,#indicator+r3q+pct,#status
2020-01-01,28425,UG4113,56.0,17.125,12.4708,53.2857,61.4345,357.625,334.2601,126.6396,88.5926,106.787,final
2020-01-11,28425,UG4113,56.0,6.5714,12.6024,44.9107,50.8964,289.9286,295.0661,65.7379,90.1707,98.3159,final
2020-01-21,28425,UG4113,56.0,14.1071,12.9107,37.8036,37.9839,249.2321,247.8,106.68,99.6241,100.5555,final
2020-02-01,28425,UG4113,56.0,14.7321,13.3226,35.4107,38.8357,225.3214,211.003,107.6928,92.9867,106.4789,final
2020-02-11,28425,UG4113,56.0,13.3571,15.1405,42.1964,41.3738,194.0536,182.5077,91.1455,101.6012,105.9976,final
2020-02-21,28425,UG4113,56.0,14.0357,15.5488,42.125,44.0119,140.2679,161.9786,92.6366,96.5065,87.3759,final
2020-03-01,28425,UG4113,56.0,22.6071,31.8476,50.0,62.5369,138.6964,162.8071,74.9225,82.7165,86.0476,final
2020-03-11,28425,UG4113,56.0,39.6071,31.578,76.25,78.9744,163.3571,171.2446,121.9508,96.938,95.6481,final
2020-03-21,28425,UG4113,56.0,47.2143,46.3054,109.4286,109.731,189.3571,191.7268,101.7716,99.7474,98.8253,final
2020-04-01,28425,UG4113,56.0,22.4821,50.5244,109.3036,128.4077,194.7143,229.7804,49.4956,86.1972,85.3758,final
2020-04-11,28425,UG4113,56.0,53.5893,51.2107,123.2857,148.0405,241.7321,268.3887,104.2315,84.3364,90.4247,final
2020-04-21,28425,UG4113,56.0,89.5179,50.2815,165.5893,152.0167,317.1429,305.7595,170.9754,108.3773,103.6051,final
2020-05-01,28425,UG4113,56.0,41.8571,40.3714,184.9643,141.8637,344.2679,332.8083,103.2746,128.3811,103.3428,final
2020-05-11,28425,UG4113,56.0,20.3036,31.2625,151.6786,121.9155,351.2143,348.9304,69.7789,122.5622,100.6363,final
2020-05-21,28425,UG4113,56.0,9.875,24.9518,72.0357,96.5857,347.0536,358.3333,49.6631,76.9669,96.9376,final
2020-06-01,28425,UG4113,56.0,9.8214,18.9161,40.0,75.1304,334.2679,345.4018,61.9727,58.7335,96.8672,final
2020-06-11,28425,UG4113,56.0,21.5536,14.8464,41.25,58.7143,316.2143,328.6702,133.7952,74.5842,96.3221,final
2020-06-21,28425,UG4113,56.0,22.1071,14.1625,53.4821,47.925,291.1071,296.5274,141.4593,109.5937,98.2317,final
2020-07-01,28425,UG4113,56.0,6.3393,9.8393,50.0,38.8482,274.9643,255.8423,76.414,122.8295,107.193,final
2020-07-11,28425,UG4113,56.0,15.1964,8.7976,43.6429,32.7994,236.5714,213.4292,146.3762,125.3355,110.3578,final
2020-07-21,28425,UG4113,56.0,5.5,18.0524,27.0357,36.6893,152.5536,181.2,45.5484,79.3238,85.0176,final
2020-08-01,28425,UG4113,56.0,14.8571,29.7155,35.5536,56.5655,125.5536,170.544,57.1997,68.4342,75.0806,final
2020-08-11,28425,UG4113,56.0,40.3214,33.6768,60.6786,81.4446,145.5714,172.9583,117.1799,77.2911,85.0311,final
2020-08-21,28425,UG4113,56.0,42.8393,41.8107,98.0179,105.203,178.5357,189.8173,102.1973,93.7631,94.3541,final
2020-09-01,28425,UG4113,56.0,20.4464,43.8018,103.6071,119.2893,189.1607,214.703,52.1424,87.8705,88.6329,final
2020-09-11,28425,UG4113,56.0,45.5536,41.3054,108.8393,126.9179,213.1607,241.1619,109.1743,86.796,88.8513,final
2020-09-21,28425,UG4113,56.0,49.3036,45.731,115.3036,130.8381,240.3571,272.7304,107.0423,88.9699,88.5498,final
2020-10-01,28425,UG4113,56.0,49.9107,52.4679,144.7679,139.5042,283.9286,315.3589,95.5503,103.5208,90.3398,final
2020-10-11,28425,UG4113,56.0,66.0179,51.7964,165.2321,149.9952,334.75,358.3577,125.0393,109.5233,93.5911,final
2020-10-21,28425,UG4113,56.0,82.3571,60.1768,198.2857,164.4411,411.6071,400.4821,134.0311,119.4018,102.7102,final
2020-11-01,28425,UG4113,56.0,35.1607,50.1196,183.5357,162.0929,431.9107,420.8863,72.861,112.4601,102.5585,final
2020-11-11,28425,UG4113,56.0,42.125,43.6357,159.6429,153.9321,433.7143,430.8452,96.8938,103.4836,100.6508,final
2020-11-21,28425,UG4113,56.0,43.9643,36.078,121.25,129.8333,434.8393,425.1125,119.1984,93.8617,102.2355,final
2020-12-01,28425,UG4113,56.0,52.7143,31.019,138.8036,110.7327,467.1071,412.3298,160.2327,123.2504,112.9703,final
2020-12-11,28425,UG4113,56.0,16.8214,23.1405,113.5,90.2375,438.375,394.1649,77.5446,123.2074,110.9386,final
2020-12-21,28425,UG4113,56.0,43.375,25.8232,112.9107,79.9827,432.4464,374.2571,156.9434,136.5937,115.1433,final
2021-01-01,28425,UG4113,56.0,21.5536,12.4708,81.75,61.4345,404.0893,334.2601,151.988,128.4393,120.2838,final
2021-01-11,28425,UG4113,56.0,12.3214,12.6024,77.25,50.8964,350.3929,295.0661,98.4039,143.2761,118.136,final
2021-01-21,28425,UG4113,56.0,9.8929,12.9107,43.7679,37.9839,277.9286,247.8,83.1505,112.0539,111.6868,final
2021-02-01,28425,UG4113,56.0,4.9821,13.3226,27.1964,38.8357,247.75,211.003,54.4799,76.1664,116.6274,final
2021-02-11,28425,UG4113,56.0,29.4643,15.1405,44.3393,41.3738,235.0893,182.5077,171.1195,105.7724,127.314,final
2021-02-21,28425,UG4113,56.0,4.4107,15.5488,38.8571,44.0119,195.5357,161.9786,45.7969,90.4562,119.5124,final
2021-03-01,28425,UG4113,56.0,54.4464,31.8476,88.3214,62.5369,197.2679,162.8071,161.3304,135.5468,119.9417,final
2021-03-11,28425,UG4113,56.0,43.9107,31.578,102.7679,78.9744,224.3571,171.2446,133.7163,126.7419,129.3043,final
2021-03-21,28425,UG4113,56.0,25.3214,46.3054,123.6786,109.731,206.3036,191.7268,59.0999,111.6491,107.226,final
2021-04-01,28425,UG4113,56.0,26.9643,50.5244,96.1964,128.4077,211.7143,229.7804,57.568,76.7272,92.4656,final
2021-04-11,28425,UG4113,56.0,58.1607,51.2107,110.4464,148.0405,257.5536,268.3887,112.3642,76.2124,96.1079,final
2021-04-21,28425,UG4113,56.0,54.6429,50.2815,139.7679,152.0167,302.3036,305.7595,107.8893,92.4398,98.9055,final
2021-05-01,28425,UG4113,56.0,22.9643,40.3714,135.7679,141.8637,320.2857,332.8083,61.6341,95.986,96.347,final
2021-05-11,28425,UG4113,56.0,28.6964,31.2625,106.3036,121.9155,319.5179,348.9304,92.9236,88.1652,91.8055,final
2021-05-21,28425,UG4113,56.0,10.0357,24.9518,61.6964,96.5857,325.1429,358.3333,50.1997,67.2665,90.989,final
2021-06-01,28425,UG4113,56.0,14.5893,18.9161,53.3214,75.1304,285.2857,345.4018,81.9085,74.3817,83.085,final
2021-06-11,28425,UG4113,56.0,19.0714,14.8464,43.6964,58.7143,260.4464,328.6702,121.2885,78.1445,79.8554,final
2021-06-21,28425,UG4113,56.0,6.2857,14.1625,39.9464,47.925,241.4107,296.5274,58.8948,86.226,82.019,final
2021-07-01,28425,UG4113,56.0,18.1071,9.8393,43.4643,38.8482,232.5536,255.8423,155.716,109.4498,91.2397,final
2021-07-11,28425,UG4113,56.0,7.6964,8.7976,32.0893,32.7994,182.0893,213.4292,92.019,98.3408,85.9732,final
2021-07-21,28425,UG4113,56.0,2.0893,18.0524,27.8929,36.6893,129.5357,181.2,30.7529,81.1596,72.9789,final
2021-08-01,28425,UG4113,56.0,34.125,29.7155,43.9107,56.5655,140.6964,170.544,112.7019,80.989,83.468,final
2021-08-11,28425,UG4113,56.0,35.5179,33.6768,71.7321,81.4446,147.5179,172.9583,104.7601,89.3788,86.0949,final
2021-08-21,28425,UG4113,56.0,45.4286,41.8107,115.0714,105.203,182.9107,189.8173,107.7287,108.5661,96.5436,final
2021-09-01,28425,UG4113,56.0,30.625,43.8018,111.5714,119.2893,198.9464,214.703,72.9994,94.0306,92.9878,final
2021-09-11,28425,UG4113,56.0,41.375,41.3054,117.4286,126.9179,221.25,241.1619,100.1504,93.0694,92.0721,final
2021-09-21,28425,UG4113,56.0,44.3929,45.731,116.3929,130.8381,259.3571,272.7304,97.3624,89.7434,95.27,final
2021-10-01,28425,UG4113,56.0,70.2679,52.4679,156.0357,139.5042,311.5179,315.3589,130.9738,111.0576,98.8194,final
2021-10-11,28425,UG4113,56.0,48.5,51.7964,163.1607,149.9952,352.3214,358.3577,94.1961,108.2287,98.3613,final
2021-10-21,28425,UG4113,56.0,53.8571,60.1768,172.625,164.4411,404.0893,400.4821,90.3038,104.6915,100.8788,final
2021-11-01,28425,UG4113,56.0,65.875,50.1196,168.2321,162.0929,435.8393,420.8863,128.5839,103.5674,103.4703,final
2021-11-11,28425,UG4113,56.0,41.1964,43.6357,160.9286,153.9321,441.5179,430.8452,94.9846,104.2679,102.4209,final
2021-11-21,28425,UG4113,56.0,25.0893,36.078,132.1607,129.8333,421.1786,425.1125,73.2492,101.6644,99.0959,final
2021-12-01,28425,UG4113,56.0,23.9286,31.019,90.2143,110.7327,414.4821,412.3298,80.3146,83.0051,100.5096,final
2021-12-11,28425,UG4113,56.0,41.5714,23.1405,90.5893,90.2375,414.6786,394.1649,165.4962,100.351,105.0756,final
2021-12-21,28425,UG4113,56.0,45.25,25.8232,110.75,79.9827,415.5357,374.2571,163.0265,134.1924,110.7424,final
2022-01-01,28425,UG4113,56.0,7.0179,12.4708,93.8393,61.4345,352.2857,334.2601,68.7881,145.3629,105.236,final
2022-01-11,28425,UG4113,56.0,26.8214,12.6024,79.0893,50.8964,330.6071,295.0661,180.7791,146.2964,111.6503,final
2022-01-21,28425,UG4113,56.0,8.0714,12.9107,41.9107,37.9839,284.8214,247.8,72.9811,108.1835,114.3605,final
2022-02-01,28425,UG4113,56.0,23.7679,13.3226,58.6607,38.8357,242.7143,211.003,157.0073,140.5953,114.3488,final
2022-02-11,28425,UG4113,56.0,22.3571,15.1405,54.1964,41.3738,223.875,182.5077,135.8317,124.9594,121.4886,final
2022-02-21,28425,UG4113,56.0,15.8036,15.5488,61.9286,44.0119,214.5893,161.9786,101.2398,133.1717,130.5914,final
2022-03-01,28425,UG4113,56.0,31.6964,31.8476,69.8571,62.5369,222.3571,162.8071,99.5897,110.0917,134.4604,final
2022-03-11,28425,UG4113,56.0,33.1071,31.578,80.6071,78.9744,213.8929,171.2446,104.1806,101.8351,123.5307,final
2022-03-21,28425,UG4113,56.0,61.0893,46.3054,125.8929,109.731,229.7321,191.7268,128.8156,113.4985,118.84,final
2022-04-01,28425,UG4113,56.0,33.2679,50.5244,127.4643,128.4077,255.9821,229.7804,68.9208,99.3184,110.9274,final
2022-04-11,28425,UG4113,56.0,65.0,51.2107,159.3571,148.0405,294.1607,268.3887,124.5314,107.1606,109.2576,final
2022-04-21,28425,UG4113,56.0,70.2679,50.2815,168.5357,152.0167,356.3571,305.7595,136.1537,110.1959,116.0241,final
2022-05-01,28425,UG4113,56.0,11.5536,40.3714,146.8214,141.8637,344.1429,332.8083,36.4846,103.2646,103.3064,final
2022-05-11,28425,UG4113,56.0,21.3214,31.2625,103.1429,121.9155,343.1071,348.9304,72.5858,85.7692,98.3776,final
2022-05-21,28425,UG4113,56.0,69.4643,24.9518,102.3393,96.5857,396.7679,358.3333,248.6138,105.3981,110.4347,final
2022-06-01,28425,UG4113,56.0,5.1786,18.9161,95.9643,75.1304,370.25,345.4018,42.5595,124.473,106.9916,final
2022-06-11,28425,UG4113,56.0,19.6964,14.8464,94.3393,58.7143,356.8393,328.6702,124.4376,151.8451,108.3175,final
2022-06-21,28425,UG4113,56.0,4.4464,14.1625,29.3214,47.925,300.1964,296.5274,49.2964,67.8833,101.197,final
2022-07-01,28425,UG4113,56.0,1.6964,9.8393,25.8393,38.8482,268.625,255.8423,45.1264,73.3687,104.8084,final
2022-07-11,28425,UG4113,56.0,1.0893,8.7976,7.2321,32.7994,204.7143,213.4292,44.1329,40.2626,96.0995,final
2022-07-21,28425,UG4113,56.0,7.6786,18.0524,10.4643,36.6893,142.125,181.2,54.999,43.8308,79.5633,final
2022-08-01,28425,UG4113,56.0,11.9286,29.7155,20.6964,56.5655,142.5,170.544,48.7638,46.1146,84.4669,final
2022-08-11,28425,UG4113,56.0,50.6429,33.6768,70.25,81.4446,171.8214,172.9583,143.8663,87.758,99.3786,final
2022-08-21,28425,UG4113,56.0,48.125,41.8107,110.6964,105.203,150.4821,189.8173,113.489,104.7685,80.3145,final
2022-09-01,28425,UG4113,56.0,35.6429,43.8018,134.4107,119.2893,180.9464,214.703,83.2815,111.6958,84.9773,final
2022-09-11,28425,UG4113,56.0,35.8929,41.3054,119.6607,126.9179,197.1429,241.1619,88.3113,94.6996,82.4738,final
2022-09-21,28425,UG4113,56.0,20.8571,45.731,92.3929,130.8381,213.5536,272.7304,50.9692,72.7025,79.0695,final
2022-10-01,28425,UG4113,56.0,52.375,52.4679,109.125,139.5042,264.2321,315.3589,99.8384,79.6801,84.286,final
2022-10-11,28425,UG4113,56.0,74.0179,51.7964,147.25,149.9952,337.1607,358.3577,139.1247,98.2842,94.2455,final
2022-10-21,28425,UG4113,56.0,48.7321,60.1768,175.125,164.4411,378.2143,400.4821,82.4406,106.1247,94.5752,final
2022-11-01,28425,UG4113,56.0,47.5536,50.1196,170.3036,162.0929,413.8393,420.8863,95.3445,104.7711,98.3645,final
2022-11-11,28425,UG4113,56.0,54.3571,43.6357,150.6429,153.9321,417.5536,430.8452,122.0444,97.9935,96.985,final
2022-11-21,28425,UG4113,56.0,49.7321,36.078,151.6429,129.8333,419.1607,425.1125,133.2396,115.5968,98.6321,final
2022-12-01,28425,UG4113,56.0,27.0893,31.019,131.1786,110.7327,410.6071,412.3298,89.0898,116.9348,99.5921,final
2022-12-11,28425,UG4113,56.0,45.2679,23.1405,122.0893,90.2375,419.9821,394.1649,178.6319,131.7763,106.3878,final
2022-12-21,28425,UG4113,56.0,22.3393,25.8232,94.6964,79.9827,421.4643,374.2571,88.6971,116.3517,112.2853,final
2023-01-01,28425,UG4113,56.0,5.9464,12.4708,73.5536,61.4345,375.0357,334.2601,62.6554,116.9653,111.8444,final
2023-01-11,28425,UG4113,56.0,6.4107,12.6024,34.6964,50.8964,307.4286,295.0661,64.8248,73.3975,104.0524,final
2023-01-21,28425,UG4113,56.0,13.0893,12.9107,25.4464,37.9839,271.7857,247.8,100.997,73.8715,109.304,final
2023-02-01,28425,UG4113,56.0,6.4821,13.3226,25.9821,38.8357,230.7143,211.003,62.6665,73.68,108.919,final
2023-02-11,28425,UG4113,56.0,3.0357,15.1405,22.6071,41.3738,179.3929,182.5077,39.8983,63.4704,98.3819,final
2023-02-21,28425,UG4113,56.0,17.1071,15.5488,26.625,44.0119,146.7679,161.9786,107.5836,67.8091,91.1555,final
2023-03-01,28425,UG4113,56.0,18.4821,31.8476,38.625,62.5369,138.1607,162.8071,63.7277,67.0348,85.7376,final
2023-03-11,28425,UG4113,56.0,55.5357,31.578,91.125,78.9744,148.4286,171.2446,165.4977,113.6563,87.4115,final
2023-03-21,28425,UG4113,56.0,58.875,46.3054,132.8929,109.731,184.9643,191.7268,124.4997,119.345,96.6477,final
2023-04-01,28425,UG4113,56.0,54.4464,50.5244,168.8571,128.4077,233.4643,229.7804,107.0636,129.2248,101.5364,final
2023-04-11,28425,UG4113,56.0,39.3214,51.2107,152.6429,148.0405,266.375,268.3887,78.8487,102.9122,99.2767,final
2023-04-21,28425,UG4113,56.0,68.3036,50.2815,162.0714,152.0167,321.5893,305.7595,132.6004,106.206,105.0132,final
2023-05-01,28425,UG4113,56.0,56.5,40.3714,164.125,141.8637,371.6071,332.8083,135.5479,114.6587,111.3179,final
2023-05-11,28425,UG4113,56.0,13.8214,31.2625,138.625,121.9155,382.3929,348.9304,51.9033,112.6668,109.3228,final
2023-05-21,28425,UG4113,56.0,10.4464,24.9518,80.7679,96.5857,375.7321,358.3333,51.571,85.1595,104.7237,final
2023-06-01,28425,UG4113,56.0,8.3929,18.9161,32.6607,75.1304,365.6429,345.4018,55.9994,50.1122,105.6953,final
2023-06-11,28425,UG4113,56.0,14.6071,14.8464,33.4464,58.7143,324.7143,328.6702,98.7943,63.2277,98.8319,final
2023-06-21,28425,UG4113,56.0,18.6964,14.1625,41.6964,47.925,284.5357,296.5274,123.6604,89.2472,96.0879,final
2023-07-01,28425,UG4113,56.0,2.4643,9.8393,35.7679,38.8482,232.5536,255.8423,50.3008,93.694,91.2397,final
2023-07-11,28425,UG4113,56.0,1.7321,8.7976,22.8929,32.7994,194.9643,213.4292,48.7921,76.8535,91.7357,final
2023-07-21,28425,UG4113,56.0,7.2857,18.0524,11.4821,36.6893,133.9464,181.2,53.2948,46.0109,75.2858,final
2023-08-01,28425,UG4113,56.0,16.0536,29.7155,25.0714,56.5655,93.5,170.544,60.6461,52.6871,57.3267,final
2023-08-11,28425,UG4113,56.0,17.0357,33.6768,40.375,81.4446,96.7143,172.9583,56.974,55.088,58.3271,final
2023-08-21,28425,UG4113,56.0,12.8929,41.8107,45.9821,105.203,99.1607,189.8173,38.2238,48.5944,54.6303,final
2023-09-01,28425,UG4113,56.0,24.25,43.8018,54.1786,119.2893,115.0179,214.703,59.9363,49.6395,55.6369,final
2023-09-11,28425,UG4113,56.0,50.125,41.3054,87.2679,126.9179,150.5357,241.1619,119.0467,71.041,63.9172,final
2023-09-21,28425,UG4113,56.0,26.2321,45.731,100.6071,130.8381,158.0714,272.7304,61.5643,78.535,59.4458,final
2023-10-01,28425,UG4113,56.0,53.8393,52.4679,130.1964,139.5042,209.4464,315.3589,102.3864,93.7743,67.4475,final
2023-10-11,28425,UG4113,56.0,81.0893,51.7964,161.1607,149.9952,288.8036,358.3577,151.5752,106.9786,81.1178,final
2023-10-21,28425,UG4113,56.0,32.5536,60.1768,167.4821,164.4411,314.0714,400.4821,57.618,101.7433,78.949,final
2023-11-01,28425,UG4113,56.0,57.4107,50.1196,171.0536,162.0929,355.4286,420.8863,113.2277,105.2069,84.8086,final
2023-11-11,28425,UG4113,56.0,37.9107,43.6357,127.875,153.9321,376.3036,430.8452,88.2288,84.1049,87.6279,final
2023-11-21,28425,UG4113,56.0,61.6607,36.078,156.9821,129.8333,425.0714,425.1125,162.2785,119.4151,99.9906,final
2023-12-01,28425,UG4113,56.0,42.7679,31.019,142.3393,110.7327,443.5893,412.3298,132.6183,126.1789,107.4017,final
2023-12-11,28425,UG4113,56.0,20.25,23.1405,124.6786,90.2375,413.7143,394.1649,89.7284,134.3595,104.837,final
2023-12-21,28425,UG4113,56.0,45.5536,25.8232,108.5714,79.9827,433.0357,374.2571,164.0114,131.7713,115.2967,final
2024-01-01,28425,UG4113,56.0,10.5,12.4708,76.3036,61.4345,389.6964,334.2601,88.7193,120.8149,116.103,final
2024-01-11,28425,UG4113,56.0,5.5536,12.6024,61.6071,50.8964,314.1607,295.0661,59.9554,117.5884,106.2592,final
2024-01-21,28425,UG4113,56.0,5.625,12.9107,21.6786,37.9839,287.2321,247.8,59.322,66.0191,115.2956,final
2024-02-01,28425,UG4113,56.0,7.6607,13.3226,18.8393,38.8357,237.4821,211.003,69.0988,59.0537,111.9814,final
2024-02-11,28425,UG4113,56.0,7.7857,15.1405,21.0714,41.3738,207.3571,182.5077,63.4827,60.4811,112.9083,final
2024-02-21,28425,UG4113,56.0,21.5893,15.5488,37.0357,44.0119,167.2857,161.9786,129.3957,87.084,103.0859,final
2024-03-01,28425,UG4113,56.0,26.7143,31.8476,56.0893,62.5369,151.2321,162.8071,86.0687,91.1113,93.3018,final
2024-03-11,28425,UG4113,56.0,22.25,31.578,70.5536,78.9744,153.2321,171.2446,74.4984,90.5357,90.0618,final
2024-03-21,28425,UG4113,56.0,29.1071,46.3054,78.0714,109.731,136.7857,191.7268,66.4787,73.5578,72.7646,final
2024-04-01,28425,UG4113,56.0,47.4286,50.5244,98.7857,128.4077,173.7143,229.7804,94.4244,78.598,76.6177,final
2024-04-11,28425,UG4113,56.0,48.4464,51.2107,124.9821,148.0405,216.6071,268.3887,95.0823,85.4099,81.3996,final
2024-04-21,28425,UG4113,56.0,43.875,50.2815,139.75,152.0167,254.8571,305.7595,88.4111,92.4288,83.8794,final
2024-05-01,28425,UG4113,56.0,59.25,40.3714,151.5714,141.8637,306.4464,332.8083,141.6089,106.3924,92.31,final
2024-05-11,28425,UG4113,56.0,10.6429,31.2625,113.7679,121.9155,309.3036,348.9304,43.1378,93.8236,88.9598,final
2024-05-21,28425,UG4113,56.0,21.2679,24.9518,91.1607,96.5857,308.9821,358.3333,87.7005,94.9102,86.6015,final
2024-06-01,28425,UG4113,56.0,9.9107,18.9161,41.8214,75.1304,292.1786,345.4018,62.346,60.873,85.0245,final
2024-06-11,28425,UG4113,56.0,11.5357,14.8464,42.7143,58.7143,281.4643,328.6702,83.3183,76.7152,86.0614,final
2024-06-21,28425,UG4113,56.0,4.8393,14.1625,26.2857,47.925,257.1964,296.5274,51.3466,62.6426,87.1689,final
2024-07-01,28425,UG4113,56.0,18.6964,9.8393,35.0714,38.8482,228.4643,255.8423,159.6871,92.2683,89.7014,final
2024-07-11,28425,UG4113,56.0,8.2321,8.7976,31.7679,32.7994,188.25,213.4292,95.9016,97.5898,88.7306,final
2024-07-21,28425,UG4113,56.0,26.3929,18.0524,53.3214,36.6893,170.7679,181.2,136.1805,135.623,94.5439,final
2024-08-01,28425,UG4113,56.0,16.75,29.7155,51.375,56.5655,128.2679,170.544,62.6522,92.2024,76.584,final
2024-08-11,28425,UG4113,56.0,58.2679,33.6768,101.4107,81.4446,175.8929,172.9583,163.581,121.8341,101.6039,final
2024-08-21,28425,UG4113,56.0,24.0179,41.8107,99.0357,105.203,178.6429,189.8173,61.9898,94.6466,94.4077,final
2024-09-01,28425,UG4113,56.0,33.0714,43.8018,115.3571,119.2893,201.8036,214.703,78.0124,96.9586,94.2594,final
2024-09-11,28425,UG4113,56.0,17.3214,41.3054,74.4107,126.9179,207.5893,241.1619,48.2049,61.6506,86.6331,final
2024-09-21,28425,UG4113,56.0,75.0,45.731,125.3929,130.8381,277.75,272.7304,157.6947,96.1337,101.7754,final
2024-10-01,28425,UG4113,56.0,59.6607,52.4679,151.9821,139.5042,318.7143,315.3589,112.5163,108.3462,101.0313,final
2024-10-11,28425,UG4113,56.0,53.4643,51.7964,188.125,149.9952,363.9464,358.3577,102.9366,123.8318,101.5172,final
2024-10-21,28425,UG4113,56.0,40.4821,60.1768,153.6071,164.4411,378.0357,400.4821,69.7827,93.7893,94.5317,final
2024-11-01,28425,UG4113,56.0,46.2857,50.1196,140.2321,162.0929,407.5714,420.8863,93.0443,87.2971,96.9099,prelim
2024-11-11,28425,UG4113,56.0,66.1071,43.6357,152.875,153.9321,415.4107,430.8452,146.2035,99.3551,96.4989,prelim
2024-11-21,28425,UG4113,56.0,66.0357,36.078,178.4286,129.8333,457.4286,425.1125,172.929,134.7523,107.4271,prelim
2024-12-01,28425,UG4113,56.0,19.5893,31.019,151.7321,110.7327,443.9464,412.3298,68.2674,133.9588,107.4862,prelim
2020-01-01,28445,UG4111,46.0,15.6522,9.1087,56.7391,45.4341,408.5217,310.1,146.379,120.3937,130.7472,final
2020-01-11,28445,UG4111,46.0,5.0652,9.85,31.6304,37.137,320.5652,266.9196,67.7792,88.318,119.3723,final
2020-01-21,28445,UG4111,46.0,11.3261,9.9536,32.0435,28.9123,268.2174,218.2007,109.1781,108.0467,121.9178,final
2020-02-01,28445,UG4111,46.0,6.3913,11.0051,22.7826,30.8087,240.2174,179.6986,71.1731,80.3324,131.9026,final
2020-02-11,28445,UG4111,46.0,9.3696,12.837,27.087,33.7957,197.0435,148.6464,80.5606,84.6818,130.5063,final
2020-02-21,28445,UG4111,46.0,11.9348,15.4428,27.6957,39.2848,134.6522,129.5181,82.84,76.4854,103.6799,final
2020-03-01,28445,UG4111,46.0,24.4348,31.7188,45.7391,59.9986,125.2609,136.2413,80.1626,79.629,92.4916,final
2020-03-11,28445,UG4111,46.0,33.5,32.5899,69.8696,79.7514,128.587,150.6841,102.4213,88.9897,86.2481,final
2020-03-21,28445,UG4111,46.0,58.413,46.8899,116.3478,111.1986,176.087,179.3957,122.207,104.2486,98.253,final
2020-04-01,28445,UG4111,46.0,24.3261,54.8957,116.2391,134.3754,184.7609,225.1826,48.962,87.4381,82.8126,final
2020-04-11,28445,UG4111,46.0,66.7609,57.1899,149.5,158.9754,246.4565,272.5225,115.39,94.3925,90.7739,final
2020-04-21,28445,UG4111,46.0,77.1739,56.4283,168.2609,168.5138,312.3043,318.9971,133.7722,99.8583,97.9657,final
2020-05-01,28445,UG4111,46.0,53.1957,43.8341,197.1304,157.4522,359.1087,351.8261,119.1702,123.6953,102.0127,final
2020-05-11,28445,UG4111,46.0,23.8696,35.95,154.2391,136.2123,373.6087,374.9391,70.4995,112.3292,99.6544,final
2020-05-21,28445,UG4111,46.0,13.2609,28.3478,90.3261,108.1319,374.9348,387.8442,54.7588,84.9272,96.7552,final
2020-06-01,28445,UG4111,46.0,21.7391,25.1862,58.8696,89.4841,372.2391,381.3116,88.5806,69.2267,97.6815,final
2020-06-11,28445,UG4111,46.0,30.7826,21.2855,65.7826,74.8196,369.5217,370.0072,136.1306,89.3457,99.8722,final
2020-06-21,28445,UG4111,46.0,36.087,20.7333,88.6087,67.2051,347.1957,343.8507,159.6643,127.7231,100.9453,final
2020-07-01,28445,UG4111,46.0,11.0,18.6152,77.8696,60.6341,333.8696,307.5703,67.7529,124.4011,108.2814,final
2020-07-11,28445,UG4111,46.0,39.0652,17.2572,86.1522,56.6058,306.1739,267.6377,197.9814,144.3601,113.88,final
2020-07-21,28445,UG4111,46.0,17.5435,27.1072,67.6087,62.9797,246.5435,238.3167,70.2131,106.3428,103.313,final
2020-08-01,28445,UG4111,46.0,30.587,35.5138,87.1957,79.8783,223.9348,229.9964,87.8392,108.1414,97.4743,final
2020-08-11,28445,UG4111,46.0,54.1087,35.708,102.2391,98.329,254.1739,229.7543,145.2018,103.6095,110.1852,final
2020-08-21,28445,UG4111,46.0,54.0435,43.6304,138.7391,114.8522,294.9565,245.037,121.4126,119.1322,119.5735,final
2020-09-01,28445,UG4111,46.0,35.8913,41.9036,144.0435,121.242,309.1087,261.7543,87.1815,117.3736,117.4254,final
2020-09-11,28445,UG4111,46.0,47.1739,36.8319,137.1087,122.3659,325.5,277.3007,124.7228,111.1379,116.7766,final
2020-09-21,28445,UG4111,46.0,44.7826,40.5877,127.8478,119.3232,334.1957,297.1551,109.2019,106.5917,112.0592,final
2020-10-01,28445,UG4111,46.0,32.0652,49.4268,124.0217,126.8464,355.2609,327.9667,68.101,97.9359,108.076,final
2020-10-11,28445,UG4111,46.0,73.5435,53.0304,150.3913,143.0449,389.7391,363.7399,135.3488,104.8001,106.9565,final
2020-10-21,28445,UG4111,46.0,64.7174,58.6725,170.3261,161.1297,436.913,395.3051,109.4938,105.3739,110.2658,final
2020-11-01,28445,UG4111,46.0,33.1957,49.5072,171.4565,161.2101,439.5217,409.2986,70.0744,105.9847,107.208,final
2020-11-11,28445,UG4111,46.0,41.9348,43.8891,139.8478,152.0688,427.3478,417.4797,96.0025,92.4594,102.3084,final
2020-11-21,28445,UG4111,46.0,28.6304,34.571,103.7609,127.9674,401.9348,408.4203,84.9875,82.4549,98.45,final
2020-12-01,28445,UG4111,46.0,22.4783,24.9957,93.0435,103.4558,388.5217,391.5123,91.6075,90.8226,99.2552,final
