date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+rfh+num,#indicator+rfh_avg+num,#indicator+r1h+num,#indicator+r1h_avg+num,#indicator+r3h+num,#indicator+r3h_avg+num,#indicator+rfq+pct,#indicator+r1q+pct,#indicator+r3q+pct,#status
2023-02-01,28442,UG2046,41.0,1.9756,6.8081,5.2439,17.9341,116.3171,116.4772,59.0746,54.5709,99.8734,final
2023-02-11,28442,UG2046,41.0,1.0732,8.8187,4.6341,21.526,85.2927,100.7593,43.9489,46.4193,86.0358,final
2023-02-21,28442,UG2046,41.0,3.6829,11.3919,6.7317,27.0187,63.2195,84.8252,52.9709,45.198,77.2152,final
2023-03-01,28442,UG2046,41.0,7.7805,19.9041,12.5366,40.1146,54.3659,91.0919,51.3189,44.9701,63.6707,final
2023-03-11,28442,UG2046,41.0,62.6829,23.2976,74.1463,54.5935,94.9268,101.3756,239.1829,130.2706,94.2099,final
2023-03-21,28442,UG2046,41.0,61.8537,36.839,132.3171,80.0407,144.7805,124.7081,159.7878,158.0587,114.9006,final
2023-04-01,28442,UG2046,41.0,23.0732,49.4593,147.6098,109.5959,165.3902,167.6447,51.5489,131.7852,98.7309,final
2023-04-11,28442,UG2046,41.0,16.6341,46.8537,101.561,133.152,180.3415,209.2715,41.7215,77.9318,86.8063,final
2023-04-21,28442,UG2046,41.0,94.6829,62.4024,134.3902,158.7154,273.439,265.7748,147.8922,85.5821,102.7792,final
2023-05-01,28442,UG2046,41.0,45.7317,62.3293,157.0488,171.5854,317.1951,321.2959,75.3487,91.9946,98.7622,final
2023-05-11,28442,UG2046,41.0,25.122,55.9268,165.5366,180.6585,341.2439,368.4041,49.4396,92.0686,92.8224,final
2023-05-21,28442,UG2046,41.0,22.122,54.3894,92.9756,172.6455,359.6829,411.4016,45.668,56.38,87.727,final
2023-06-01,28442,UG2046,41.0,57.3171,44.8553,104.561,155.1715,409.2195,436.3528,124.9959,69.3588,93.9211,final
2023-06-11,28442,UG2046,41.0,55.2683,41.2407,134.7073,140.4854,401.8049,454.2959,130.3362,96.1604,88.6945,final
2023-06-21,28442,UG2046,41.0,75.3415,39.9472,187.9268,126.0431,415.2927,457.4041,178.7465,145.4883,90.9904,final
2023-07-01,28442,UG2046,41.0,56.5122,47.6244,187.122,128.8122,448.7317,455.5691,116.8891,142.0062,98.5314,final
2023-07-11,28442,UG2046,41.0,11.5854,46.8756,143.439,134.4472,443.6829,455.5911,31.9714,106.225,97.4424,final
2023-07-21,28442,UG2046,41.0,38.5122,67.2423,106.6098,161.7423,387.5122,460.4309,60.2309,67.8981,84.4996,final
2023-08-01,28442,UG2046,41.0,44.9268,52.6927,95.0244,166.8106,386.7073,450.7943,86.5393,59.3994,86.0921,final
2023-08-11,28442,UG2046,41.0,14.9268,55.048,98.3659,174.9829,376.5122,449.9154,33.1849,58.5815,84.0398,final
2023-08-21,28442,UG2046,41.0,47.2195,67.5187,107.0732,175.2593,401.6098,463.0447,72.0083,63.1942,87.0129,final
2023-09-01,28442,UG2046,41.0,69.561,45.7504,131.7073,168.3171,413.8537,463.9398,146.917,79.4693,89.432,final
2023-09-11,28442,UG2046,41.0,48.5122,41.5585,165.2927,154.8276,407.0976,464.2577,114.9353,106.3491,87.9474,final
2023-09-21,28442,UG2046,41.0,38.0244,39.1528,156.0976,126.4618,369.7805,463.4634,97.4442,121.7173,80.2133,final
2023-10-01,28442,UG2046,41.0,36.4878,38.9366,123.0244,119.648,349.7561,454.7756,94.4266,102.6043,77.4043,final
2023-10-11,28442,UG2046,41.0,61.1951,40.4301,135.7073,118.5195,399.3659,448.3301,145.7077,113.3737,89.3168,final
2023-10-21,28442,UG2046,41.0,38.3415,55.5691,136.0244,134.9358,399.1951,436.6569,71.557,100.7511,91.6128,final
2023-11-01,28442,UG2046,41.0,39.7805,35.5496,139.3171,131.5488,394.0488,419.5138,110.4339,105.4881,94.0712,final
2023-11-11,28442,UG2046,41.0,12.9756,24.5366,91.0976,115.6553,392.0976,389.0024,60.8588,80.4563,100.7757,final
2023-11-21,28442,UG2046,41.0,21.8293,27.326,74.5854,87.4122,366.7073,348.8098,82.9959,86.8324,104.988,final
2023-12-01,28442,UG2046,41.0,23.5122,13.6374,58.3171,65.5,320.6585,316.6967,152.9838,90.4862,101.2127,final
2023-12-11,28442,UG2046,41.0,11.2195,13.0138,56.561,53.9772,283.3659,288.152,90.0393,104.0385,98.3947,final
2023-12-21,28442,UG2046,41.0,17.0,13.5065,51.7317,40.1577,262.3415,262.5057,118.8771,123.0752,99.9397,final
2024-01-01,28442,UG2046,41.0,23.7805,6.5228,52.0,33.0431,249.6341,230.0919,249.7707,144.0417,108.1395,final
2024-01-11,28442,UG2046,41.0,10.878,5.2268,51.6585,25.2561,199.3171,194.8886,155.2588,174.8876,102.1614,final
2024-01-21,28442,UG2046,41.0,14.6829,5.8992,49.3415,17.6488,175.6585,145.2187,180.5908,214.626,119.6109,final
2024-02-01,28442,UG2046,41.0,14.878,6.8081,40.439,17.9341,150.7561,116.4772,168.3421,180.564,127.1028,final
2024-02-11,28442,UG2046,41.0,20.9024,8.8187,50.4634,21.526,158.6829,100.7593,187.4448,191.7889,152.2968,final
2024-02-21,28442,UG2046,41.0,14.5366,11.3919,50.3171,27.0187,151.3902,84.8252,119.1846,162.9368,170.1976,final
2024-03-01,28442,UG2046,41.0,34.3902,19.9041,69.8293,40.1146,162.2683,91.0919,158.1679,159.2933,170.4077,final
2024-03-11,28442,UG2046,41.0,2.3171,23.2976,51.2439,54.5935,153.3659,101.3756,25.8576,94.8143,146.6801,final
2024-03-21,28442,UG2046,41.0,44.1951,36.839,80.9024,80.0407,180.561,124.7081,117.5819,100.9571,141.4621,final
2024-04-01,28442,UG2046,41.0,68.8293,49.4593,115.3415,109.5959,225.6098,167.6447,135.5677,104.8041,132.6298,final
2024-04-11,28442,UG2046,41.0,84.0,46.8537,197.0244,133.152,298.7317,209.2715,171.6369,144.6185,140.7988,final
2024-04-21,28442,UG2046,41.0,96.6341,62.4024,249.4634,158.7154,380.6829,265.7748,150.787,153.7876,141.6674,final
2024-05-01,28442,UG2046,41.0,36.3659,62.3293,217.0,171.5854,402.1707,321.2959,61.4381,125.0101,124.4116,final
2024-05-11,28442,UG2046,41.0,15.4878,55.9268,148.4878,180.6585,396.7561,368.4041,33.6269,83.1265,107.4925,final
2024-05-21,28442,UG2046,41.0,46.0488,54.3894,97.9024,172.6455,428.2683,411.4016,85.956,59.0775,104.0025,final
2024-06-01,28442,UG2046,41.0,22.6585,44.8553,84.1951,155.1715,416.5366,436.3528,55.4776,57.0287,95.5604,final
2024-06-11,28442,UG2046,41.0,11.3415,41.2407,80.0488,140.4854,425.561,454.2959,35.34,59.8389,93.8111,final
2024-06-21,28442,UG2046,41.0,9.878,39.9472,43.878,126.0431,391.2439,457.4041,33.1012,39.6037,85.8452,final
2024-07-01,28442,UG2046,41.0,62.4146,47.6244,83.6341,128.8122,384.8293,455.5691,128.1053,67.4538,84.8057,final
2024-07-11,28442,UG2046,41.0,90.8537,46.8756,163.1463,134.4472,391.6829,455.5911,184.776,119.8683,86.2738,final
2024-07-21,28442,UG2046,41.0,93.2927,67.2423,246.561,161.7423,388.3415,460.4309,136.0598,149.3872,84.6759,final
2024-08-01,28442,UG2046,41.0,44.1951,52.6927,228.3415,166.8106,396.1707,450.7943,85.271,134.8005,88.1458,final
2024-08-11,28442,UG2046,41.0,38.6585,55.048,176.1463,174.9829,419.3415,449.9154,72.7061,100.6289,93.3523,final
2024-08-21,28442,UG2046,41.0,37.4634,67.5187,120.3171,175.2593,410.7561,463.0447,58.5551,70.343,88.9464,final
2024-09-01,28442,UG2046,41.0,36.0,45.7504,112.1219,168.3171,424.0976,463.9398,80.7875,68.4858,91.5934,final
2024-09-11,28442,UG2046,41.0,62.3171,41.5585,135.7805,154.8276,475.0732,464.2577,144.5859,88.4442,102.2805,final
2024-09-21,28442,UG2046,41.0,42.5122,39.1528,140.8293,126.4618,507.7073,463.4634,107.6085,110.5286,109.3447,final
2024-10-01,28442,UG2046,41.0,68.4146,38.9366,173.2439,119.648,513.7073,454.7756,167.0923,141.3396,112.6796,final
2024-10-11,28442,UG2046,41.0,178.8293,40.4301,289.7561,118.5195,601.6829,448.3301,404.6422,233.2378,133.459,final
2024-10-21,28442,UG2046,41.0,19.0976,55.5691,266.3415,134.9358,527.4878,436.6569,39.7852,190.6648,120.3357,final
2024-11-01,28442,UG2046,41.0,26.9024,35.5496,224.8293,131.5488,510.1951,419.5138,78.6751,165.8999,121.1125,prelim
2024-11-11,28442,UG2046,41.0,16.1707,24.5366,62.1707,115.6553,487.7073,389.0024,71.6763,57.4355,124.7379,prelim
2024-11-21,28442,UG2046,41.0,109.1707,27.326,152.2439,87.4122,559.4146,348.8098,353.1853,166.554,158.6954,prelim
2024-12-01,28442,UG2046,41.0,1.2195,13.6374,126.561,65.5,524.6341,316.6967,33.3711,180.8755,163.6484,prelim
2020-01-01,28441,UG2027,45.0,2.7111,7.84,53.4,38.6667,456.1111,254.6356,60.0554,130.274,176.1332,final
2020-01-11,28441,UG2027,45.0,2.1778,5.8852,34.0444,29.3896,367.6889,215.4385,65.9408,111.8174,167.5352,final
2020-01-21,28441,UG2027,45.0,23.5778,7.0519,28.4667,20.777,323.0,164.5467,237.1235,124.985,190.7799,final
2020-02-01,28441,UG2027,45.0,17.8889,7.5089,43.6444,20.4459,314.7778,130.8696,182.981,176.1958,230.552,final
2020-02-11,28441,UG2027,45.0,2.6,9.74,44.0667,24.3007,301.2889,113.6415,51.5604,157.6254,251.7674,final
2020-02-21,28441,UG2027,45.0,4.0444,12.9304,24.5333,30.1793,235.6667,97.797,50.442,85.9482,227.8974,final
2020-03-01,28441,UG2027,45.0,70.4889,22.4178,77.1333,45.0881,174.1778,104.2007,275.3283,158.1707,161.2755,final
2020-03-11,28441,UG2027,45.0,92.3111,28.1859,166.8444,63.5341,244.9556,117.2244,293.2301,240.4932,200.3982,final
2020-03-21,28441,UG2027,45.0,87.1111,42.4978,249.9111,93.1015,302.9111,144.0578,193.9272,252.0925,203.1128,final
2020-04-01,28441,UG2027,45.0,10.0222,52.157,189.4444,122.8407,310.2222,188.3748,26.2824,150.138,161.4228,final
2020-04-11,28441,UG2027,45.0,87.0222,50.4659,184.1556,145.1207,395.0667,232.9556,165.9077,125.1641,166.7246,final
2020-04-21,28441,UG2027,45.0,69.0222,64.7711,166.0667,167.3941,440.5111,290.6748,106.0929,99.2517,149.8333,final
2020-05-01,28441,UG2027,45.0,56.2222,66.3385,212.2667,181.5756,478.8444,349.5044,85.8193,116.0204,135.9773,final
2020-05-11,28441,UG2027,45.0,64.5111,57.8319,189.7556,188.9415,540.7556,397.5963,110.6304,100.4092,135.1228,final
2020-05-21,28441,UG2027,45.0,39.4889,56.6378,160.2222,180.8081,576.2,441.3037,72.178,89.2112,129.8904,final
2020-06-01,28441,UG2027,45.0,35.3556,46.4193,139.3556,160.8889,541.0667,465.3052,78.4833,87.3992,115.9395,final
2020-06-11,28441,UG2027,45.0,38.6444,42.8978,113.4889,145.9548,487.4,480.017,91.12,79.1825,101.5067,final
2020-06-21,28441,UG2027,45.0,62.0667,40.1044,136.0667,129.4215,462.3556,477.6237,148.6919,104.7663,96.8689,final
2020-07-01,28441,UG2027,45.0,47.0444,42.1111,147.7556,125.1133,499.3778,467.5778,110.4717,116.7579,106.6586,final
2020-07-11,28441,UG2027,45.0,72.0,41.5704,181.1111,123.7859,484.3556,458.6822,165.3412,142.8484,105.4778,final
2020-07-21,28441,UG2027,45.0,59.8,60.3874,178.8444,144.0689,475.1333,454.2985,99.1017,122.5714,104.4874,final
2020-08-01,28441,UG2027,45.0,59.1333,58.6074,190.9333,160.5652,478.0444,446.5674,100.8268,117.8044,106.8943,final
2020-08-11,28441,UG2027,45.0,103.7778,59.3726,222.7111,178.3674,517.3111,448.1081,168.9815,123.5411,115.1063,final
2020-08-21,28441,UG2027,45.0,112.6667,71.1533,275.5778,189.1333,590.4889,462.6237,154.5128,143.4103,127.0543,final
2020-09-01,28441,UG2027,45.0,64.9333,54.0963,281.3778,184.6222,620.0667,470.3007,118.3379,149.7145,131.1817,final
2020-09-11,28441,UG2027,45.0,58.6667,48.5881,236.2667,173.8378,640.0889,475.9911,118.8074,133.9587,133.7656,final
2020-09-21,28441,UG2027,45.0,53.1111,44.5193,176.7111,147.2037,631.1333,480.4059,117.3505,118.7702,130.7352,final
2020-10-01,28441,UG2027,45.0,50.0667,42.5919,161.8444,135.6993,634.1556,480.8867,115.7061,117.9446,131.2229,final
2020-10-11,28441,UG2027,45.0,63.8444,45.0822,167.0222,132.1933,626.0,484.3985,137.4628,124.494,128.6412,final
2020-10-21,28441,UG2027,45.0,76.5556,57.9437,190.4667,145.6178,642.7556,481.9548,129.569,128.8199,132.6861,final
2020-11-01,28441,UG2027,45.0,48.6889,41.1859,189.0889,144.2119,632.3111,464.5333,116.2451,129.1009,135.3564,final
2020-11-11,28441,UG2027,45.0,22.6222,26.9681,147.8667,126.0978,551.1556,432.1289,86.4054,115.995,126.9213,final
2020-11-21,28441,UG2027,45.0,51.5333,28.7748,122.8444,96.9289,490.0222,389.7504,167.3831,124.2363,125.0836,final
2020-12-01,28441,UG2027,45.0,10.4444,16.0141,84.6,71.757,435.5333,351.6681,73.4957,115.7087,123.1884,final
2020-12-11,28441,UG2027,45.0,1.8444,15.1622,63.8222,59.9511,378.7111,318.2422,33.9469,105.534,118.422,final
2020-12-21,28441,UG2027,45.0,4.6444,15.6644,16.9333,46.8407,330.2444,289.3874,46.6717,47.3839,113.6469,final
2021-01-01,28441,UG2027,45.0,30.3778,7.84,36.8667,38.6667,310.5556,254.6356,275.5279,96.3014,121.1309,final
2021-01-11,28441,UG2027,45.0,8.8222,5.8852,43.8444,29.3896,255.5333,215.4385,126.982,136.697,117.7853,final
2021-01-21,28441,UG2027,45.0,1.4889,7.0519,40.6889,20.777,180.4667,164.5467,53.8414,164.6971,109.1208,final
2021-02-01,28441,UG2027,45.0,3.2889,7.5089,13.6,20.4459,135.0667,130.8696,66.264,77.5145,102.9794,final
2021-02-11,28441,UG2027,45.0,21.4,9.74,26.1778,24.3007,133.8444,113.6415,179.1045,105.4723,116.34,final
2021-02-21,28441,UG2027,45.0,3.6889,12.9304,28.3778,30.1793,86.0,97.797,48.4591,95.5164,89.0563,final
2021-03-01,28441,UG2027,45.0,5.8,22.4178,30.8889,45.0881,81.3556,104.2007,39.3905,74.2245,79.9956,final
2021-03-11,28441,UG2027,45.0,11.4444,28.1859,20.9333,63.5341,90.9556,117.2244,49.5525,42.0667,79.3523,final
2021-03-21,28441,UG2027,45.0,30.5333,42.4978,47.7778,93.1015,116.8444,144.0578,74.8105,56.0397,82.3356,final
2021-04-01,28441,UG2027,45.0,84.9556,52.157,126.9333,122.8407,171.4222,188.3748,157.3832,103.0808,91.4543,final
2021-04-11,28441,UG2027,45.0,39.1778,50.4659,154.6667,145.1207,201.7778,232.9556,79.6485,106.1539,87.1673,final
2021-04-21,28441,UG2027,45.0,67.1111,64.7711,191.2444,167.3941,267.4,290.6748,103.3538,113.4449,92.2591,final
2021-05-01,28441,UG2027,45.0,110.5778,66.3385,216.8667,181.5756,374.6889,349.5044,162.0131,118.4215,107.0053,final
2021-05-11,28441,UG2027,45.0,32.8667,57.8319,210.5556,188.9415,386.1556,397.5963,60.2667,110.8645,97.1931,final
2021-05-21,28441,UG2027,45.0,31.1556,56.6378,174.6,180.8081,413.6222,441.3037,58.6581,96.7464,93.8663,final
2021-06-01,28441,UG2027,45.0,15.4,46.4193,79.4222,160.8889,423.2222,465.3052,39.6739,52.3277,91.1461,final
2021-06-11,28441,UG2027,45.0,34.1778,42.8978,80.7333,145.9548,445.9556,480.017,81.7946,58.1792,93.0489,final
2021-06-21,28441,UG2027,45.0,13.9111,40.1044,63.4889,129.4215,429.3333,477.6237,41.9274,52.7099,90.0968,final
2021-07-01,28441,UG2027,45.0,38.6889,42.1111,86.7778,125.1133,383.0667,467.5778,92.7358,71.6271,82.3042,final
2021-07-11,28441,UG2027,45.0,47.9556,41.5704,100.5556,123.7859,391.8444,458.6822,113.7108,82.6362,85.7392,final
2021-07-21,28441,UG2027,45.0,10.3556,60.3874,97.0,144.0689,335.0889,454.2985,23.484,69.4495,74.3248,final
2021-08-01,28441,UG2027,45.0,30.4444,58.6074,88.7556,160.5652,254.9556,446.5674,55.7238,57.899,58.0321,final
2021-08-11,28441,UG2027,45.0,38.4,59.3726,79.2,178.3674,260.4889,448.1081,67.42,47.3543,59.0448,final
2021-08-21,28441,UG2027,45.0,62.0,71.1533,130.8444,189.1333,291.3333,462.6237,87.9804,70.7287,63.7576,final
2021-09-01,28441,UG2027,45.0,52.4889,54.0963,152.8889,184.6222,328.4222,470.3007,97.28,83.6949,70.4605,final
2021-09-11,28441,UG2027,45.0,79.3778,48.5881,193.8667,173.8378,373.6222,475.9911,157.456,110.8949,78.9361,final
2021-09-21,28441,UG2027,45.0,29.9111,44.5193,161.7778,147.2037,389.6222,480.4059,70.5001,109.2708,81.488,final
2021-10-01,28441,UG2027,45.0,55.7556,42.5919,165.0444,135.6993,406.6889,480.8867,127.6596,120.1409,84.8849,final
2021-10-11,28441,UG2027,45.0,29.0222,45.0822,114.6889,132.1933,387.7556,484.3985,67.9327,87.6897,80.4524,final
2021-10-21,28441,UG2027,45.0,18.9778,57.9437,103.7556,145.6178,396.3778,481.9548,38.094,73.0993,82.6047,final
2021-11-01,28441,UG2027,45.0,13.8222,41.1859,61.8222,144.2119,379.7556,464.5333,40.7532,46.5737,82.1345,final
2021-11-11,28441,UG2027,45.0,7.4,26.9681,40.2,126.0978,348.7556,432.1289,38.7886,36.8852,81.1428,final
2021-11-21,28441,UG2027,45.0,20.0667,28.7748,41.2889,96.9289,306.8222,389.7504,74.217,47.9654,79.255,final
2021-12-01,28441,UG2027,45.0,2.7111,16.0141,30.1778,71.757,257.0444,351.6681,36.695,49.1429,73.8369,final
2021-12-11,28441,UG2027,45.0,2.1333,15.1622,24.9111,59.9511,179.8,318.2422,35.3797,49.9079,57.8232,final
2021-12-21,28441,UG2027,45.0,5.0,15.6644,9.8444,46.8407,154.8889,289.3874,48.3923,34.9124,55.0754,final
2022-01-01,28441,UG2027,45.0,3.1111,7.84,10.2444,38.6667,102.2444,254.6356,63.1706,41.5982,42.4147,final
2022-01-11,28441,UG2027,45.0,23.2444,5.8852,31.3556,29.3896,96.4667,215.4385,259.476,104.991,47.2265,final
2022-01-21,28441,UG2027,45.0,3.9333,7.0519,30.2889,20.777,81.4222,164.5467,74.1242,130.9057,52.377,final
2022-02-01,28441,UG2027,45.0,2.2444,7.5089,29.4222,20.4459,69.8444,130.8696,57.9144,129.4828,56.6797,final
2022-02-11,28441,UG2027,45.0,29.1333,9.74,35.3111,24.3007,91.5778,113.6415,231.5694,132.0995,82.1551,final
2022-02-21,28441,UG2027,45.0,10.8889,12.9304,42.2667,30.1793,82.4,97.797,88.6144,130.0837,85.7166,final
2022-03-01,28441,UG2027,45.0,2.0,22.4178,42.0222,45.0881,81.6889,104.2007,25.5309,94.4345,80.2875,final
2022-03-11,28441,UG2027,45.0,4.1111,28.1859,17.0,63.5341,83.6667,117.2244,27.4547,36.7177,73.6232,final
2022-03-21,28441,UG2027,45.0,67.0444,42.4978,73.1556,93.1015,145.7111,144.0578,151.6796,80.6541,101.0732,final
2022-04-01,28441,UG2027,45.0,14.9778,52.157,86.1333,122.8407,157.5778,188.3748,34.9524,72.3674,84.4753,final
2022-04-11,28441,UG2027,45.0,39.5778,50.4659,121.6,145.1207,173.9111,232.9556,80.3697,84.8371,75.6974,final
2022-04-21,28441,UG2027,45.0,87.3333,64.7711,141.8889,167.3941,257.3111,290.6748,132.3375,85.6223,88.9037,final
2022-05-01,28441,UG2027,45.0,56.3556,66.3385,183.2667,181.5756,311.4222,349.5044,86.0062,100.8827,89.407,final
2022-05-11,28441,UG2027,45.0,12.5556,57.8319,156.2444,188.9415,294.8444,397.5963,27.9405,83.5645,74.7908,final
2022-05-21,28441,UG2027,45.0,79.1333,56.6378,148.0444,180.8081,363.0889,441.3037,136.4964,82.829,82.6691,final
2022-06-01,28441,UG2027,45.0,15.2667,46.4193,106.9556,160.8889,376.3556,465.3052,39.4145,68.4395,81.2858,final
2022-06-11,28441,UG2027,45.0,23.9778,42.8978,118.3778,145.9548,396.2222,480.017,60.4992,82.3173,82.8996,final
2022-06-21,28441,UG2027,45.0,31.6667,40.1044,70.9111,129.4215,360.8444,477.6237,81.2928,58.0335,76.0514,final
2022-07-01,28441,UG2027,45.0,10.9111,42.1111,66.5556,125.1133,356.7778,467.5778,33.7736,56.6603,76.7996,final
2022-07-11,28441,UG2027,45.0,31.8667,41.5704,74.4444,123.7859,349.0667,458.6822,79.1634,63.1191,76.612,final
2022-07-21,28441,UG2027,45.0,37.3556,60.3874,80.1333,144.0689,299.0889,454.2985,64.7763,58.502,66.5712,final
2022-08-01,28441,UG2027,45.0,42.7778,58.6074,112.0,160.5652,285.5111,446.5674,75.1135,71.5269,64.7245,final
2022-08-11,28441,UG2027,45.0,125.7333,59.3726,205.8667,178.3674,398.6889,448.1081,203.0885,114.5987,89.2123,final
2022-08-21,28441,UG2027,45.0,134.0667,71.1533,302.5778,189.1333,453.6222,462.6237,182.614,156.9691,98.0954,final
2022-09-01,28441,UG2027,45.0,61.8667,54.0963,321.6667,184.6222,500.2222,470.3007,113.1487,170.4156,106.2297,final
2022-09-11,28441,UG2027,45.0,61.8222,48.5881,257.7556,173.8378,538.0667,475.9911,124.6959,145.6477,112.773,final
2022-09-21,28441,UG2027,45.0,34.4,44.5193,158.0889,147.2037,540.8,480.4059,79.565,106.9243,112.3151,final
2022-10-01,28441,UG2027,45.0,67.9111,42.5919,164.1333,135.6993,597.8,480.8867,153.2008,119.5156,123.8168,final
2022-10-11,28441,UG2027,45.0,30.8222,45.0822,133.1333,132.1933,596.7556,484.3985,71.5268,100.6611,122.726,final
2022-10-21,28441,UG2027,45.0,11.8,57.9437,110.5333,145.6178,571.2,481.9548,26.6905,77.4547,118.1409,final
2022-11-01,28441,UG2027,45.0,30.4444,41.1859,73.0667,144.2119,558.8667,464.5333,76.743,53.8653,119.8792,final
2022-11-11,28441,UG2027,45.0,33.2667,26.9681,75.5111,126.0978,466.4,432.1289,119.7025,62.8306,107.7514,final
2022-11-21,28441,UG2027,45.0,26.4444,28.7748,90.1556,96.9289,358.7778,389.7504,93.1003,93.6656,92.252,final
2022-12-01,28441,UG2027,45.0,19.5778,16.0141,79.2889,71.757,316.4889,351.6681,116.9587,109.2125,90.2731,final
2022-12-11,28441,UG2027,45.0,19.8444,15.1622,65.8667,59.9511,274.5111,318.2422,123.2227,108.4567,86.6772,final
2022-12-21,28441,UG2027,45.0,17.5333,15.6644,56.9556,46.8407,257.6444,289.3874,109.044,117.795,89.3974,final
2023-01-01,28441,UG2027,45.0,3.5111,7.84,40.8889,38.6667,193.2444,254.6356,66.2859,104.5662,76.8016,final
2023-01-11,28441,UG2027,45.0,2.4222,5.8852,23.4667,29.3896,164.8444,215.4385,68.1865,84.9631,77.5575,final
2023-01-21,28441,UG2027,45.0,2.4,7.0519,8.3333,20.777,155.4444,164.5467,61.4014,59.5682,94.7852,final
2023-02-01,28441,UG2027,45.0,2.0667,7.5089,6.8889,20.4459,127.0667,130.8696,56.4932,55.4718,97.3004,final
2023-02-11,28441,UG2027,45.0,1.3333,9.74,5.8,24.3007,95.1333,113.6415,42.967,46.0631,85.0308,final
2023-02-21,28441,UG2027,45.0,5.4,12.9304,8.8,30.1793,74.0889,97.797,58.0021,46.7903,78.0067,final
2023-03-01,28441,UG2027,45.0,10.2222,22.4178,16.9556,45.0881,64.7333,104.2007,55.5195,48.9317,65.4403,final
2023-03-11,28441,UG2027,45.0,79.1111,28.1859,94.7333,63.5341,124.0,117.2244,253.4542,142.4283,105.3257,final
2023-03-21,28441,UG2027,45.0,61.5778,42.4978,150.9111,93.1015,168.0444,144.0578,140.1703,156.0706,115.5699,final
2023-04-01,28441,UG2027,45.0,20.9333,52.157,161.6222,122.8407,185.4667,188.3748,45.3721,129.194,98.534,final
2023-04-11,28441,UG2027,45.0,25.4667,50.4659,107.9778,145.1207,208.5111,232.9556,54.9286,76.0555,89.9387,final
2023-04-21,28441,UG2027,45.0,96.8,64.7711,143.2,167.3941,302.9111,290.6748,145.9057,86.3614,104.0696,final
2023-05-01,28441,UG2027,45.0,59.8444,66.3385,182.1111,181.5756,360.6889,349.5044,90.8968,100.2796,103.1111,final
2023-05-11,28441,UG2027,45.0,30.8444,57.8319,187.4889,188.9415,390.2,397.5963,57.0482,99.2698,98.1854,final
2023-05-21,28441,UG2027,45.0,26.3556,56.6378,117.0444,180.8081,411.1556,441.3037,50.8707,66.5823,93.3198,final
2023-06-01,28441,UG2027,45.0,72.2889,46.4193,129.4889,160.8889,473.2222,465.3052,150.3112,81.6255,101.6657,final
2023-06-11,28441,UG2027,45.0,56.7778,42.8978,155.4222,145.9548,450.8889,480.017,128.9784,106.0706,94.0557,final
2023-06-21,28441,UG2027,45.0,73.4667,40.1044,202.5333,129.4215,462.7778,477.6237,173.9666,152.4394,96.9555,final
2023-07-01,28441,UG2027,45.0,55.0444,42.1111,185.2889,125.1133,496.8889,467.5778,127.4528,144.5371,106.1375,final
2023-07-11,28441,UG2027,45.0,11.6,41.5704,140.1111,123.7859,483.0222,458.6822,35.645,112.2025,105.1933,final
2023-07-21,28441,UG2027,45.0,38.0889,60.3874,104.7333,144.0689,424.3111,454.2985,65.8978,74.4689,93.5414,final
2023-08-01,28441,UG2027,45.0,53.1111,58.6074,102.8,160.5652,417.5778,446.5674,91.359,66.1331,93.6505,final
2023-08-11,28441,UG2027,45.0,15.9111,59.3726,107.1111,178.3674,402.6444,448.1081,32.4845,62.1716,90.0758,final
2023-08-21,28441,UG2027,45.0,56.9333,71.1533,125.9556,189.1333,433.2222,462.6237,81.3271,68.2736,93.7791,final
2023-09-01,28441,UG2027,45.0,73.2222,54.0963,146.0667,184.6222,434.1556,470.3007,132.364,80.1895,92.4745,final
2023-09-11,28441,UG2027,45.0,53.8222,48.5881,183.9778,173.8378,431.2,475.9911,109.7672,105.5157,90.7836,final
2023-09-21,28441,UG2027,45.0,53.7111,44.5193,180.7556,147.2037,411.4444,480.4059,118.5622,121.3429,85.9379,final
2023-10-01,28441,UG2027,45.0,43.9333,42.5919,151.4667,135.6993,400.3333,480.8867,102.8187,110.8219,83.5902,final
2023-10-11,28441,UG2027,45.0,57.4889,45.0822,155.1333,132.1933,446.2222,484.3985,124.7726,116.133,92.2782,final
2023-10-21,28441,UG2027,45.0,39.3556,57.9437,140.7778,145.6178,447.4889,481.9548,70.4686,96.8898,92.9941,final
2023-11-01,28441,UG2027,45.0,44.8889,41.1859,141.7333,144.2119,439.2667,464.5333,108.0175,98.3928,94.6755,final
2023-11-11,28441,UG2027,45.0,16.6444,26.9681,100.8889,126.0978,440.0,432.1289,67.7063,81.4774,101.7803,final
2023-11-21,28441,UG2027,45.0,25.0222,28.7748,86.5556,96.9289,408.0889,389.7504,88.8894,90.2988,104.5875,final
2023-12-01,28441,UG2027,45.0,26.7556,16.0141,68.4222,71.757,361.6222,351.6681,151.1157,95.9211,102.7523,final
2023-12-11,28441,UG2027,45.0,12.7111,15.1622,64.4889,59.9511,320.5111,318.2422,87.8431,106.4871,100.6912,final
2023-12-21,28441,UG2027,45.0,19.0889,15.6644,58.5556,46.8407,285.8889,289.3874,116.5717,120.6099,98.8314,final
